file_name,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,class_no,class_name
benchpress_down\Zrzut ekranu 2024-03-13 144913.jpg,211.0,260.0,0.8113313,221.0,250.0,0.8591016,203.0,244.0,0.81054366,218.0,252.0,0.7415893,176.0,236.0,0.79170084,227.0,302.0,0.7989131,134.0,272.0,0.72185266,267.0,374.0,0.65309197,97.0,336.0,0.2843951,310.0,417.0,0.6999763,147.0,359.0,0.09752365,218.0,459.0,0.8112929,153.0,454.0,0.79924136,257.0,555.0,0.67204857,151.0,558.0,0.7779356,153.0,720.0,0.17544308,139.0,724.0,0.5534092,0,benchpress_down
benchpress_down\a9165477-7c1c-4d72-8888-ca65b623a403.jpg,499.0,316.0,0.5639216,457.0,339.0,0.6032096,458.0,340.0,0.6936424,454.0,449.0,0.65625143,455.0,455.0,0.65707654,682.0,377.0,0.70559585,592.0,484.0,0.59467655,870.0,424.0,0.24259931,774.0,561.0,0.72791886,951.0,339.0,0.09765518,661.0,161.0,0.7608155,1307.0,319.0,0.61119235,1242.0,348.0,0.74248767,1987.0,392.0,0.41698986,1973.0,383.0,0.778939,1586.0,1009.0,0.6212921,1547.0,1028.0,0.67848253,0,benchpress_down
benchpress_down\bb07849f-f7f9-43c7-a865-cff5182bed77.jpg,456.0,777.0,0.20642263,422.0,763.0,0.19705367,404.0,769.0,0.23184256,394.0,700.0,0.18604986,374.0,740.0,0.13329452,515.0,612.0,0.4841896,423.0,682.0,0.3472153,591.0,560.0,0.093943596,318.0,860.0,0.70080554,240.0,530.0,0.34351736,244.0,536.0,0.46872467,910.0,648.0,0.3051384,865.0,605.0,0.36178783,993.0,912.0,0.06062975,1481.0,746.0,0.21463384,811.0,1402.0,0.56495,1041.0,1175.0,0.14021803,0,benchpress_down
benchpress_down\brutal-athletic-man-pumping-up-muscles-bench-press-scaled.jpg,1168.0,939.0,0.3118267,1150.0,956.0,0.28353384,1163.0,948.0,0.4477423,1166.0,1044.0,0.35362202,1181.0,1030.0,0.3053394,1286.0,1102.0,0.28707188,1311.0,1074.0,0.14554612,1449.0,1055.0,0.14408475,934.0,1005.0,0.4394225,1477.0,927.0,0.0660719,1415.0,811.0,0.077937484,1693.0,840.0,0.31799388,1712.0,857.0,0.47503805,2261.0,919.0,0.2985598,2265.0,923.0,0.31383374,1960.0,1006.0,0.071558416,2129.0,1416.0,0.6433934,0,benchpress_down
benchpress_down\c792cb70-4cb3-4f83-b736-dd81cbc18e3a.jpg,418.0,481.0,0.667783,385.0,489.0,0.69461787,371.0,529.0,0.7525529,411.0,564.0,0.57885534,405.0,665.0,0.8398456,631.0,477.0,0.6468059,568.0,769.0,0.7511842,843.0,448.0,0.39855853,851.0,992.0,0.786909,848.0,303.0,0.8062735,672.0,817.0,0.8143864,1257.0,492.0,0.550091,1235.0,719.0,0.7197765,1611.0,494.0,0.6883597,1761.0,950.0,0.9556047,1368.0,1131.0,0.34892413,1355.0,1177.0,0.82450837,0,benchpress_down
benchpress_down\ca10f0e0-f3a7-4ae5-bfec-bfceda4b2bc8.jpg,860.0,912.0,0.30863845,881.0,881.0,0.40569806,842.0,882.0,0.37353098,891.0,910.0,0.3456993,814.0,897.0,0.27765024,913.0,955.0,0.35231927,724.0,907.0,0.17283489,1262.0,963.0,0.39065024,378.0,989.0,0.47259316,1351.0,709.0,0.325514,306.0,713.0,0.3309607,882.0,1014.0,0.14077774,837.0,1008.0,0.21466471,1064.0,1042.0,0.17567061,520.0,1005.0,0.1718631,1002.0,1255.0,0.3659161,609.0,1249.0,0.35506532,0,benchpress_down
benchpress_down\f60f745c-f944-4ea6-89aa-c0bc7e6120a6.jpg,835.0,1096.0,0.39788765,761.0,1158.0,0.31660396,914.0,1165.0,0.46659344,683.0,1310.0,0.5221987,1018.0,1296.0,0.5299431,484.0,1229.0,0.55325884,1170.0,1222.0,0.8345905,329.0,1171.0,0.36838523,1284.0,1135.0,0.19002652,215.0,921.0,0.48209175,1405.0,904.0,0.6774663,682.0,852.0,0.7468108,959.0,858.0,0.76196694,510.0,870.0,0.077355914,1224.0,1181.0,0.30411154,533.0,848.0,0.06928863,970.0,828.0,0.32265043,0,benchpress_down
benchpress_down\images.jpg,124.0,75.0,0.5639088,122.0,76.0,0.67921734,121.0,78.0,0.60806334,125.0,78.0,0.75346905,121.0,82.0,0.5822164,143.0,73.0,0.6372702,123.0,87.0,0.6845101,163.0,71.0,0.10365066,111.0,92.0,0.73944616,167.0,71.0,0.10020931,104.0,65.0,0.9082304,179.0,73.0,0.5663034,161.0,81.0,0.40660906,228.0,91.0,0.93815583,192.0,100.0,0.7242976,202.0,125.0,0.86716086,166.0,147.0,0.8826504,0,benchpress_down
benchpress_down\strong-man-barbell-bench-press-1000.jpg,424.0,198.0,0.37327728,414.0,203.0,0.4072071,409.0,213.0,0.4831916,422.0,212.0,0.48197708,408.0,226.0,0.54126406,518.0,190.0,0.81264794,414.0,217.0,0.6966413,595.0,209.0,0.55380654,378.0,258.0,0.687443,624.0,162.0,0.7962527,370.0,159.0,0.7755308,661.0,201.0,0.6335304,582.0,236.0,0.5841451,860.0,225.0,0.93725336,675.0,236.0,0.7515893,847.0,427.0,0.92836386,713.0,457.0,0.90473974,0,benchpress_down
benchpress_down\the-six-week-bench-press-solution-graphic-6-700xh.jpg,366.0,130.0,0.30284712,385.0,133.0,0.35208008,373.0,120.0,0.35521325,394.0,157.0,0.37266383,372.0,129.0,0.32166108,373.0,182.0,0.53240013,305.0,127.0,0.5420419,390.0,262.0,0.77637637,231.0,149.0,0.37004983,386.0,175.0,0.4484364,236.0,102.0,0.6642711,243.0,188.0,0.72619677,198.0,163.0,0.55840456,136.0,259.0,0.5414318,46.0,195.0,0.8299328,150.0,410.0,0.7470628,55.0,321.0,0.6857405,0,benchpress_down
benchpress_up\1075609d-c826-4cdd-98fe-0546f5f0ae4a.jpg,677.0,452.0,0.30338132,650.0,462.0,0.4664904,599.0,489.0,0.43966156,685.0,507.0,0.5183314,576.0,561.0,0.5845746,895.0,475.0,0.77245784,564.0,588.0,0.59893775,1016.0,333.0,0.73447573,440.0,369.0,0.82873064,1092.0,117.0,0.80285954,280.0,52.0,0.69415975,1108.0,552.0,0.8237619,912.0,616.0,0.5952703,1521.0,861.0,0.29311314,907.0,1086.0,0.6678392,1309.0,1209.0,0.18857297,874.0,1365.0,0.9344867,1,benchpress_up
benchpress_up\2b75de01-5f7f-4896-a474-e8766b2dc2f4.jpg,1199.0,953.0,0.27194157,1275.0,969.0,0.31078106,1264.0,953.0,0.27441105,1289.0,1104.0,0.16058847,1289.0,1051.0,0.22428523,1064.0,1113.0,0.42805856,1041.0,973.0,0.40270233,1019.0,931.0,0.3288001,1006.0,908.0,0.29475352,1045.0,660.0,0.6246087,816.0,748.0,0.2036925,581.0,1098.0,0.4272992,555.0,1036.0,0.32026246,128.0,1236.0,0.5376545,416.0,858.0,0.3128068,394.0,1584.0,0.6889961,378.0,1535.0,0.19514662,1,benchpress_up
benchpress_up\48ba1a3d-804e-4414-9240-04b862468cd8.jpg,956.0,1097.0,0.37816253,992.0,1109.0,0.54917586,981.0,1088.0,0.47375378,998.0,1179.0,0.39648202,970.0,1135.0,0.4049077,932.0,1198.0,0.6293518,835.0,1130.0,0.34487528,1046.0,1112.0,0.62617767,761.0,1089.0,0.6416127,1087.0,919.0,0.61012954,685.0,915.0,0.5787482,641.0,1254.0,0.51208127,547.0,1197.0,0.41836593,423.0,1502.0,0.51229405,171.0,1353.0,0.15562989,508.0,1861.0,0.69747555,493.0,1746.0,0.078529656,1,benchpress_up
benchpress_up\4a4486b6-6d8c-4fc7-9e21-d0993c96c682.jpg,750.0,572.0,0.728186,780.0,585.0,0.39755058,709.0,583.0,0.47950748,832.0,657.0,0.82717,653.0,659.0,0.64992505,939.0,738.0,0.793532,543.0,725.0,0.6761602,1123.0,576.0,0.6887575,376.0,545.0,0.44385162,1263.0,348.0,0.44578916,227.0,346.0,0.12163569,931.0,1154.0,0.78574157,540.0,1173.0,0.7541314,1397.0,1844.0,0.5634345,86.0,1869.0,0.6671871,1075.0,1744.0,0.24576332,294.0,1910.0,0.0672488,1,benchpress_up
benchpress_up\5189b782-03b8-4324-9490-ad5f2bdede91.jpg,981.0,704.0,0.4591059,1010.0,716.0,0.57893544,1005.0,711.0,0.5011196,1018.0,789.0,0.3775501,1022.0,764.0,0.37967604,970.0,869.0,0.57539654,843.0,809.0,0.4601909,1064.0,710.0,0.4700177,725.0,733.0,0.09397794,1126.0,506.0,0.55244756,728.0,598.0,0.11817125,413.0,747.0,0.30587888,383.0,748.0,0.24204117,362.0,822.0,0.3709289,433.0,965.0,0.114851095,443.0,1313.0,0.4179112,436.0,1297.0,0.41905615,1,benchpress_up
benchpress_up\5eeca903-a550-4635-b077-0e45b9534327.jpg,480.0,605.0,0.4899445,458.0,591.0,0.58460104,437.0,638.0,0.7281407,467.0,636.0,0.45149323,436.0,744.0,0.8312885,697.0,554.0,0.62773126,610.0,823.0,0.84519994,752.0,336.0,0.75332856,547.0,691.0,0.5988462,754.0,88.0,0.73920125,396.0,458.0,0.71472067,1302.0,607.0,0.717474,1255.0,793.0,0.6960176,1589.0,606.0,0.8891557,1727.0,1089.0,0.93041474,1502.0,876.0,0.12417366,1343.0,1250.0,0.7321002,1,benchpress_up
benchpress_up\61f78ec7-d0e9-46bb-a784-9cc0892b47ed.jpg,543.0,867.0,0.6499835,520.0,893.0,0.48424938,532.0,895.0,0.58277655,537.0,984.0,0.6226224,547.0,993.0,0.67355675,600.0,969.0,0.6568518,686.0,1027.0,0.4953405,570.0,777.0,0.44637427,581.0,858.0,0.18906783,534.0,628.0,0.61012197,542.0,624.0,0.7246193,1036.0,968.0,0.6866051,1070.0,1007.0,0.6827549,1210.0,1013.0,0.09874939,1489.0,1062.0,0.80551374,1044.0,1325.0,0.44065574,1278.0,1382.0,0.8748971,1,benchpress_up
benchpress_up\65c80e49-732d-4d25-a8ef-822ed04d2d3a.jpg,520.0,989.0,0.51048017,499.0,1005.0,0.71915627,495.0,1015.0,0.6457855,495.0,1050.0,0.468176,484.0,1068.0,0.46819264,641.0,1000.0,0.7294537,495.0,1093.0,0.7065133,781.0,961.0,0.44789666,414.0,932.0,0.7074137,779.0,820.0,0.7553299,353.0,722.0,0.5483109,920.0,1033.0,0.555087,825.0,1088.0,0.56259364,1310.0,1169.0,0.33769375,1020.0,1261.0,0.73509276,919.0,1513.0,0.3264279,904.0,1676.0,0.82749945,1,benchpress_up
benchpress_up\730b289d-ed5a-415c-8825-e938630ee65c.jpg,1333.0,773.0,0.60509413,1349.0,831.0,0.48183832,1367.0,804.0,0.5629882,1309.0,948.0,0.6435319,1338.0,921.0,0.6127735,1162.0,956.0,0.60189223,1250.0,824.0,0.35590345,223.0,452.0,0.30536255,1276.0,608.0,0.32285395,1337.0,424.0,0.25098717,1332.0,420.0,0.6493385,641.0,896.0,0.27292573,697.0,842.0,0.3532693,248.0,821.0,0.25718394,542.0,763.0,0.14967291,458.0,1214.0,0.5445743,696.0,1238.0,0.24005167,1,benchpress_up
benchpress_up\7a501387-a31b-4528-9e8b-7bdd9942cd81.jpg,560.0,881.0,0.62613636,537.0,895.0,0.5377355,557.0,900.0,0.56348586,537.0,1003.0,0.6104064,568.0,1014.0,0.74334335,579.0,993.0,0.53983414,715.0,1066.0,0.56877506,585.0,743.0,0.3341628,830.0,897.0,0.12940568,551.0,607.0,0.64678043,884.0,631.0,0.42912763,1051.0,993.0,0.47380272,1083.0,1030.0,0.5683809,1481.0,1079.0,0.78226835,1501.0,1085.0,0.7945683,1271.0,1375.0,0.591661,1270.0,1400.0,0.6402067,1,benchpress_up
benchpress_up\88863efe-5972-49cd-85fc-8280d0283adb.jpg,1316.0,553.0,0.6895094,1362.0,598.0,0.56039745,1364.0,577.0,0.7156533,1355.0,698.0,0.81091636,1344.0,671.0,0.5118887,1216.0,715.0,0.6782689,1102.0,616.0,0.53518355,1253.0,442.0,0.5290766,995.0,434.0,0.53007615,1389.0,132.0,0.9228582,965.0,166.0,0.74441767,659.0,615.0,0.66224957,591.0,544.0,0.46252924,192.0,891.0,0.7864707,379.0,478.0,0.3208307,529.0,1243.0,0.84893477,444.0,1144.0,0.118414335,1,benchpress_up
benchpress_up\8af91d09-ed7c-4f1b-a82e-d1c0dfc42878.jpg,569.0,562.0,0.557433,571.0,553.0,0.73712075,523.0,569.0,0.6266116,612.0,574.0,0.5115773,496.0,637.0,0.47532982,793.0,622.0,0.48871297,492.0,701.0,0.66579,900.0,476.0,0.6211663,375.0,550.0,0.625577,996.0,234.0,0.66824675,218.0,287.0,0.66297626,1017.0,815.0,0.5358062,823.0,922.0,0.7008661,1471.0,1102.0,0.7892719,852.0,1413.0,0.77327824,1170.0,1258.0,0.1452413,780.0,1531.0,0.43984106,1,benchpress_up
benchpress_up\8f917fcb-d9c6-4ab5-9312-8f1dd3d9a9b3.jpg,549.0,1170.0,0.67747355,534.0,1178.0,0.8229591,512.0,1190.0,0.7156428,533.0,1216.0,0.50307167,504.0,1254.0,0.5803528,716.0,1184.0,0.73068124,531.0,1306.0,0.79272723,815.0,1132.0,0.7042122,455.0,1185.0,0.6413008,813.0,976.0,0.8206329,384.0,1011.0,0.81460476,973.0,1258.0,0.7885823,851.0,1307.0,0.63346076,1350.0,1388.0,0.8047961,1069.0,1598.0,0.6411898,1224.0,1747.0,0.1568694,961.0,1952.0,0.8544955,1,benchpress_up
benchpress_up\8fb02ca0-ee4c-49f1-be44-8bca63b72856.jpg,435.0,850.0,0.40990534,440.0,877.0,0.4962116,453.0,890.0,0.31544793,465.0,960.0,0.4574164,477.0,973.0,0.53318495,455.0,888.0,0.30197942,487.0,871.0,0.18264563,745.0,742.0,0.1956274,799.0,721.0,0.1333464,824.0,778.0,0.14488997,819.0,763.0,0.17413789,929.0,733.0,0.10818521,959.0,723.0,0.068298884,1289.0,876.0,0.17430812,1312.0,881.0,0.2019898,1054.0,1115.0,0.24565627,1069.0,1124.0,0.4228351,1,benchpress_up
benchpress_up\97bff64b-26db-48ea-8234-d9d4a7fd7daf.jpg,1184.0,937.0,0.62267995,1196.0,985.0,0.5704024,1218.0,956.0,0.4905132,1155.0,1071.0,0.6489112,1195.0,1025.0,0.49628857,1029.0,1068.0,0.62756777,1137.0,857.0,0.53035116,861.0,1230.0,0.056515183,1165.0,721.0,0.5684458,804.0,1282.0,0.21377729,1274.0,563.0,0.12157562,661.0,958.0,0.22707318,743.0,779.0,0.20791925,319.0,893.0,0.64739716,583.0,820.0,0.10631079,501.0,1176.0,0.42741328,657.0,1023.0,0.077306904,1,benchpress_up
benchpress_up\97ce7b05-a74e-4583-b637-f4a40049ebdd.jpg,508.0,1030.0,0.17746119,455.0,1016.0,0.28456676,450.0,1027.0,0.25721812,520.0,1009.0,0.25990665,494.0,1021.0,0.14555544,633.0,890.0,0.45153385,634.0,855.0,0.60998577,650.0,615.0,0.46112078,651.0,620.0,0.63752496,618.0,394.0,0.42956716,615.0,395.0,0.53379226,1099.0,848.0,0.1996945,1066.0,849.0,0.15385999,1132.0,1028.0,0.15475143,1296.0,786.0,0.44403636,1098.0,1239.0,0.46587384,1085.0,1244.0,0.46296924,1,benchpress_up
benchpress_up\IMG_1254-scaled.jpg,1128.0,565.0,0.5976581,1145.0,584.0,0.58341324,1148.0,570.0,0.60846305,1140.0,637.0,0.6936964,1136.0,614.0,0.57594264,1056.0,651.0,0.6004518,1032.0,578.0,0.53511405,1050.0,590.0,0.55063254,963.0,501.0,0.61277497,1108.0,465.0,0.64181507,971.0,383.0,0.84968114,771.0,602.0,0.709514,760.0,537.0,0.7446902,552.0,696.0,0.7685863,580.0,539.0,0.8453684,657.0,902.0,0.87567365,652.0,729.0,0.20743631,1,benchpress_up
benchpress_up\Zrzut ekranu 2024-03-13 144854.jpg,216.0,250.0,0.6643775,225.0,242.0,0.70428884,208.0,237.0,0.82916313,226.0,244.0,0.7997054,184.0,232.0,0.7933741,237.0,294.0,0.8963096,146.0,275.0,0.8383658,275.0,359.0,0.7285534,91.0,311.0,0.6020607,325.0,408.0,0.8785048,100.0,293.0,0.16339247,217.0,439.0,0.8781612,152.0,436.0,0.84684694,209.0,553.0,0.68462956,159.0,543.0,0.93189067,170.0,685.0,0.5976361,148.0,693.0,0.43811813,1,benchpress_up
benchpress_up\a29b98cf-eb99-458b-bed6-f54cb31f2811.jpg,1162.0,789.0,0.5823356,1202.0,829.0,0.5285971,1192.0,802.0,0.4865045,1180.0,906.0,0.6577653,1171.0,862.0,0.51734483,1077.0,897.0,0.7907681,981.0,825.0,0.578771,1125.0,629.0,0.82909685,837.0,708.0,0.67916036,1194.0,316.0,0.7102932,829.0,544.0,0.6270499,541.0,814.0,0.71533394,515.0,798.0,0.66415346,122.0,897.0,0.7218674,153.0,907.0,0.6347786,406.0,1378.0,0.8229011,399.0,1346.0,0.73209655,1,benchpress_up
benchpress_up\b687b62e-c4da-4528-8fc5-766e18f040c9.jpg,1165.0,616.0,0.543387,1197.0,642.0,0.57935673,1193.0,620.0,0.48517603,1173.0,729.0,0.4926856,1174.0,685.0,0.40800613,1046.0,747.0,0.6605733,960.0,637.0,0.43355876,1064.0,640.0,0.1020647,869.0,415.0,0.34666345,1139.0,441.0,0.4652718,835.0,220.0,0.40238708,541.0,798.0,0.48059005,466.0,689.0,0.22939983,205.0,1092.0,0.6566894,176.0,782.0,0.41652822,488.0,1286.0,0.8422687,484.0,1223.0,0.41228157,1,benchpress_up
