file_name,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,class_no,class_name
deadlift_down\20241218_203822_011.jpg,2261.0,1624.0,0.3781203,2188.0,1609.0,0.476451,2236.0,1641.0,0.37158075,2136.0,1493.0,0.5077565,2238.0,1606.0,0.44949913,2154.0,1278.0,0.34811953,2339.0,1432.0,0.2664586,2762.0,1065.0,0.30019206,2762.0,1145.0,0.3157278,3140.0,905.0,0.30639938,3140.0,917.0,0.3332245,2595.0,777.0,0.4305644,2704.0,924.0,0.25480998,2774.0,1105.0,0.29167545,2950.0,1043.0,0.19571254,3069.0,937.0,0.34907433,3131.0,926.0,0.26559588,0,deadlift_down
deadlift_down\20241218_203822_012.jpg,2303.0,1629.0,0.28288886,2274.0,1596.0,0.41093108,2267.0,1640.0,0.32103387,2253.0,1461.0,0.1634943,2237.0,1579.0,0.2681077,2387.0,1198.0,0.3013319,2305.0,1325.0,0.14545858,2765.0,1083.0,0.4253104,2602.0,1406.0,0.12597623,3082.0,992.0,0.26914376,2662.0,1395.0,0.111433916,2600.0,662.0,0.5160793,2605.0,673.0,0.5408639,2781.0,1146.0,0.19198675,2842.0,1241.0,0.11861856,3090.0,1003.0,0.21190599,3096.0,996.0,0.10550085,0,deadlift_down
deadlift_down\20241218_203822_013.jpg,2288.0,1610.0,0.4138317,2260.0,1577.0,0.45423782,2255.0,1618.0,0.4478452,2245.0,1426.0,0.29156384,2230.0,1564.0,0.33112603,2391.0,1196.0,0.30173865,2273.0,1292.0,0.14737207,2776.0,1075.0,0.39378473,2584.0,1410.0,0.15743902,3099.0,990.0,0.35268676,2577.0,1423.0,0.18557028,2624.0,665.0,0.4214307,2576.0,711.0,0.36717787,2783.0,1088.0,0.500458,2795.0,1177.0,0.16979483,3154.0,819.0,0.32843286,3157.0,807.0,0.27396625,0,deadlift_down
deadlift_down\20241218_203822_014.jpg,2325.0,1363.0,0.20627978,2243.0,1419.0,0.26234785,2305.0,1409.0,0.22553177,2206.0,1478.0,0.21104814,2216.0,1497.0,0.33603436,2227.0,1160.0,0.37399006,2364.0,1230.0,0.31878206,2791.0,1049.0,0.21433032,2829.0,1103.0,0.41610375,3061.0,954.0,0.26318815,3092.0,946.0,0.48475742,2498.0,833.0,0.28012267,2589.0,914.0,0.19482726,2665.0,1115.0,0.28447208,2722.0,1129.0,0.24844281,2628.0,1104.0,0.17784847,3027.0,996.0,0.11170331,0,deadlift_down
deadlift_down\20241218_203822_015.jpg,2263.0,1613.0,0.26408556,2228.0,1590.0,0.38679564,2226.0,1621.0,0.28817502,2204.0,1465.0,0.21700844,2199.0,1543.0,0.27263743,2367.0,1193.0,0.32226843,2193.0,1284.0,0.27978292,2731.0,1070.0,0.35800457,2728.0,1075.0,0.4097273,2831.0,1207.0,0.058422018,2573.0,1388.0,0.17776474,2581.0,639.0,0.5174757,2550.0,653.0,0.52093816,2739.0,1084.0,0.521061,2734.0,1116.0,0.24738528,3069.0,986.0,0.27860427,3072.0,980.0,0.1688733,0,deadlift_down
deadlift_down\20241218_203822_016.jpg,2294.0,1570.0,0.31398433,2260.0,1553.0,0.44906503,2259.0,1583.0,0.3912981,2233.0,1409.0,0.26148453,2229.0,1515.0,0.3820735,2366.0,1181.0,0.34616047,2243.0,1228.0,0.21211717,2752.0,1055.0,0.34278408,2599.0,1364.0,0.13606282,2927.0,1156.0,0.072467,2590.0,1356.0,0.15093659,2620.0,651.0,0.40222296,2547.0,714.0,0.3604222,2763.0,1082.0,0.50580084,2810.0,1169.0,0.12252409,3143.0,799.0,0.32719538,3134.0,782.0,0.25026304,0,deadlift_down
deadlift_down\20241218_203822_018.jpg,2269.0,1594.0,0.3597474,2247.0,1545.0,0.46338093,2232.0,1587.0,0.4386771,2238.0,1394.0,0.28024766,2202.0,1491.0,0.33140647,2421.0,1155.0,0.27184966,2189.0,1250.0,0.235655,2759.0,1037.0,0.43534565,2577.0,1342.0,0.15148446,3082.0,960.0,0.29235435,2534.0,1363.0,0.13938367,2636.0,609.0,0.4861343,2498.0,671.0,0.39670277,2764.0,1044.0,0.4316253,2709.0,1154.0,0.14542015,3080.0,954.0,0.24219371,2584.0,1316.0,0.25148997,0,deadlift_down
deadlift_down\20241218_203822_019.jpg,2276.0,1586.0,0.38446707,2246.0,1552.0,0.39349923,2243.0,1581.0,0.46863458,2221.0,1371.0,0.34486535,2195.0,1488.0,0.2874687,2388.0,1132.0,0.2667668,2138.0,1256.0,0.29226574,2768.0,1040.0,0.4263685,2536.0,1360.0,0.13734673,2945.0,1127.0,0.13175906,2567.0,1324.0,0.20951329,2656.0,589.0,0.5193386,2491.0,631.0,0.5479046,2810.0,1153.0,0.17002308,2620.0,1254.0,0.34817007,3095.0,949.0,0.2473671,2755.0,1075.0,0.11000644,0,deadlift_down
deadlift_down\20241218_203822_020.jpg,2286.0,1525.0,0.4087176,2252.0,1513.0,0.5110475,2249.0,1537.0,0.33524534,2236.0,1392.0,0.4133474,2203.0,1469.0,0.25138915,2421.0,1172.0,0.38017026,2119.0,1184.0,0.3994788,2771.0,1060.0,0.40083346,2539.0,1326.0,0.18116431,2864.0,1178.0,0.069926634,2594.0,1314.0,0.1753107,2654.0,584.0,0.6499516,2539.0,608.0,0.6713222,2822.0,1136.0,0.2738245,2714.0,1093.0,0.4456452,3093.0,969.0,0.22763593,3076.0,944.0,0.20749381,0,deadlift_down
deadlift_down\20241218_203822_021.jpg,2262.0,1581.0,0.37383357,2236.0,1539.0,0.6135752,2218.0,1587.0,0.37737957,2187.0,1352.0,0.40046984,2175.0,1509.0,0.3732501,2345.0,1141.0,0.4890204,2228.0,1319.0,0.21734741,2768.0,1065.0,0.31478727,2567.0,1343.0,0.141483,2906.0,1148.0,0.11872878,2586.0,1338.0,0.32886034,2647.0,588.0,0.63221765,2550.0,655.0,0.46812797,2766.0,1101.0,0.49926156,2654.0,1233.0,0.3824764,3157.0,808.0,0.37032962,2589.0,1324.0,0.22011992,0,deadlift_down
deadlift_down\20241218_203822_022.jpg,2275.0,1576.0,0.4628566,2230.0,1536.0,0.5089593,2234.0,1571.0,0.5975965,2189.0,1345.0,0.51807976,2188.0,1506.0,0.44058758,2335.0,1133.0,0.49053666,2273.0,1354.0,0.39078295,2763.0,1069.0,0.23391698,2757.0,1084.0,0.59680235,3102.0,987.0,0.37925914,2561.0,1344.0,0.36515787,2659.0,575.0,0.71283996,2585.0,615.0,0.55993295,2790.0,1158.0,0.2804167,2674.0,1200.0,0.42269915,3099.0,991.0,0.22850926,2743.0,1082.0,0.097791635,0,deadlift_down
deadlift_down\20241218_203822_023.jpg,2276.0,1532.0,0.46388075,2238.0,1496.0,0.4938088,2233.0,1535.0,0.499281,2180.0,1326.0,0.33762258,2185.0,1486.0,0.3512499,2357.0,1121.0,0.40412107,2235.0,1291.0,0.26371938,2761.0,1041.0,0.29034853,2753.0,1059.0,0.41895297,3095.0,961.0,0.29156595,2572.0,1299.0,0.3770731,2656.0,586.0,0.48774672,2552.0,673.0,0.3129605,2798.0,1095.0,0.3933949,2742.0,1214.0,0.1633289,3094.0,964.0,0.16513792,3098.0,829.0,0.18291193,0,deadlift_down
deadlift_down\20241218_203822_024.jpg,2307.0,1514.0,0.54406154,2260.0,1487.0,0.4204364,2260.0,1521.0,0.49452427,2183.0,1324.0,0.5552993,2185.0,1468.0,0.42208236,2346.0,1162.0,0.553343,2173.0,1272.0,0.38053167,2746.0,1059.0,0.33412793,2730.0,1063.0,0.6968498,3060.0,975.0,0.1984544,2532.0,1292.0,0.22995822,2641.0,525.0,0.5734636,2581.0,550.0,0.6081904,2738.0,1080.0,0.51621187,2699.0,1101.0,0.42031074,3073.0,951.0,0.27688026,3042.0,919.0,0.15393476,0,deadlift_down
deadlift_down\20241218_203822_025.jpg,2262.0,1572.0,0.5271387,2226.0,1526.0,0.54877794,2216.0,1561.0,0.54990596,2191.0,1340.0,0.4346642,2148.0,1507.0,0.4272026,2357.0,1173.0,0.58502096,2176.0,1301.0,0.5166588,2750.0,1062.0,0.32860515,2734.0,1072.0,0.51831865,3080.0,977.0,0.25398007,2535.0,1303.0,0.28206903,2633.0,543.0,0.56486714,2521.0,594.0,0.5006706,2829.0,1151.0,0.3649949,2703.0,1108.0,0.5138465,3054.0,993.0,0.18371542,3093.0,846.0,0.23526178,0,deadlift_down
deadlift_down\20241218_203822_026.jpg,2304.0,1557.0,0.38736457,2259.0,1536.0,0.54307044,2262.0,1565.0,0.52287495,2192.0,1369.0,0.36783263,2197.0,1503.0,0.47162142,2312.0,1141.0,0.3984003,2204.0,1296.0,0.3991044,2720.0,1093.0,0.2673892,2719.0,1111.0,0.6035224,3042.0,1018.0,0.3121436,2541.0,1329.0,0.32406732,2615.0,594.0,0.70302963,2549.0,633.0,0.53406394,2713.0,1109.0,0.6087011,2694.0,1135.0,0.53299457,3049.0,1003.0,0.1875617,2929.0,921.0,0.058012646,0,deadlift_down
deadlift_down\20241218_203822_028.jpg,2183.0,1659.0,0.40008152,2154.0,1617.0,0.44097006,2145.0,1665.0,0.49179727,2115.0,1398.0,0.3982716,2127.0,1586.0,0.3537618,2292.0,1197.0,0.46144715,2214.0,1366.0,0.205132,2714.0,1112.0,0.26606348,2709.0,1132.0,0.41412678,3029.0,1051.0,0.24014632,2637.0,1431.0,0.07057507,2592.0,641.0,0.4969494,2535.0,670.0,0.42975268,2727.0,1133.0,0.50301075,2699.0,1162.0,0.21161936,3028.0,1036.0,0.24528354,3102.0,828.0,0.33208254,0,deadlift_down
deadlift_down\20241218_203822_029.jpg,2186.0,1653.0,0.36681196,2156.0,1625.0,0.43535712,2149.0,1661.0,0.43423408,2132.0,1461.0,0.27781644,2127.0,1567.0,0.3168295,2311.0,1219.0,0.33307496,2179.0,1292.0,0.24467665,2712.0,1142.0,0.2603989,2549.0,1398.0,0.12547456,3028.0,1066.0,0.21119864,2525.0,1381.0,0.20603,2591.0,640.0,0.5439819,2498.0,687.0,0.44422406,2719.0,1148.0,0.5810393,2687.0,1161.0,0.46512792,3041.0,968.0,0.19009058,3101.0,830.0,0.35867468,0,deadlift_down
deadlift_down\20241218_203822_030.jpg,2183.0,1649.0,0.38161042,2138.0,1625.0,0.5750506,2140.0,1660.0,0.33525768,2086.0,1443.0,0.3615478,2097.0,1570.0,0.361706,2241.0,1213.0,0.4017874,2133.0,1403.0,0.23930994,2682.0,1146.0,0.21975204,2665.0,1154.0,0.6148485,3022.0,1061.0,0.19848199,2481.0,1388.0,0.22445789,2554.0,625.0,0.61003333,2509.0,669.0,0.494976,2680.0,1164.0,0.5180522,2645.0,1186.0,0.4383474,3001.0,1068.0,0.1686097,3074.0,829.0,0.36696148,0,deadlift_down
deadlift_down\20241218_203827_001.jpg,2034.0,1567.0,0.22777018,2005.0,1537.0,0.19915064,1992.0,1589.0,0.33299974,1995.0,1384.0,0.21549064,1972.0,1501.0,0.2828987,2165.0,1149.0,0.5593466,2023.0,1227.0,0.37776244,2667.0,1134.0,0.28677544,2643.0,1112.0,0.29474494,3008.0,1061.0,0.17744008,2998.0,1051.0,0.14068104,2588.0,495.0,0.6427939,2485.0,551.0,0.410555,2710.0,1113.0,0.4367517,2633.0,1093.0,0.53200316,3111.0,791.0,0.3740413,3082.0,765.0,0.3132807,0,deadlift_down
deadlift_down\20241218_203827_005.jpg,2020.0,1605.0,0.31857136,1978.0,1564.0,0.29457304,1984.0,1609.0,0.4105159,1953.0,1360.0,0.48797777,1968.0,1486.0,0.30947134,2230.0,1237.0,0.48291153,1994.0,1248.0,0.4148348,2669.0,1165.0,0.32410774,2633.0,1116.0,0.46151245,3013.0,1105.0,0.16286524,2961.0,1084.0,0.09111197,2596.0,513.0,0.69727486,2452.0,546.0,0.5727831,2707.0,1123.0,0.5197793,2633.0,1086.0,0.7967315,3106.0,810.0,0.42155775,2992.0,814.0,0.26943108,0,deadlift_down
deadlift_down\20241218_203827_011.jpg,1899.0,1576.0,0.3273065,1876.0,1550.0,0.4193751,1877.0,1565.0,0.4093687,1909.0,1368.0,0.40144807,1876.0,1404.0,0.34454522,2154.0,1213.0,0.5449054,1966.0,1167.0,0.51007426,2616.0,1160.0,0.42189726,2566.0,1110.0,0.30175874,2955.0,1131.0,0.1430165,2908.0,1102.0,0.09180098,2543.0,504.0,0.72709095,2421.0,521.0,0.5787749,2629.0,1131.0,0.67104435,2571.0,1077.0,0.6484211,3054.0,807.0,0.39675322,3009.0,779.0,0.30978167,0,deadlift_down
deadlift_down\20241218_203827_014.jpg,1887.0,1688.0,0.24733372,1880.0,1674.0,0.28083643,1855.0,1679.0,0.2608056,1944.0,1489.0,0.35153487,1854.0,1508.0,0.34545016,2193.0,1325.0,0.58191925,1929.0,1235.0,0.515106,2626.0,1251.0,0.48818246,2556.0,1184.0,0.5054651,2934.0,1185.0,0.115642026,2417.0,1972.0,0.09849004,2569.0,537.0,0.817078,2385.0,562.0,0.6844617,2616.0,1222.0,0.6162181,2566.0,1151.0,0.7281499,3073.0,900.0,0.29405993,2950.0,872.0,0.3145857,0,deadlift_down
deadlift_down\20241218_203827_015.jpg,1840.0,1565.0,0.21136495,1831.0,1598.0,0.24972193,1812.0,1578.0,0.28492334,1896.0,1490.0,0.2893185,1849.0,1449.0,0.32057604,2173.0,1314.0,0.49812514,1938.0,1220.0,0.37160924,2608.0,1242.0,0.3234405,2545.0,1185.0,0.3591496,2952.0,1180.0,0.12713598,2411.0,1933.0,0.08890322,2593.0,551.0,0.7955747,2407.0,552.0,0.7177721,2748.0,1202.0,0.39342734,2551.0,1164.0,0.69539815,3065.0,885.0,0.63002515,2912.0,902.0,0.22928141,0,deadlift_down
deadlift_down\20241218_203827_016.jpg,1868.0,1560.0,0.23046558,1821.0,1549.0,0.2873384,1813.0,1540.0,0.26228902,1882.0,1433.0,0.2952604,1849.0,1422.0,0.3141073,2130.0,1251.0,0.51428,1955.0,1149.0,0.4870347,2597.0,1169.0,0.5219704,2597.0,1129.0,0.49294388,2965.0,1110.0,0.098621175,2946.0,1088.0,0.13216062,2559.0,437.0,0.65473926,2458.0,437.0,0.68035966,2789.0,1152.0,0.29532486,2580.0,1110.0,0.5236267,3070.0,800.0,0.1904591,2996.0,778.0,0.27615353,0,deadlift_down
deadlift_down\20241218_203827_018.jpg,1879.0,1546.0,0.3533239,1864.0,1547.0,0.4638416,1837.0,1537.0,0.41388103,1910.0,1405.0,0.41696012,1837.0,1396.0,0.43112412,2192.0,1237.0,0.6402466,1892.0,1155.0,0.5604941,2648.0,1164.0,0.65944827,2091.0,1174.0,0.053146653,2995.0,1141.0,0.1895518,2397.0,1882.0,0.18623842,2652.0,441.0,0.77249706,2499.0,425.0,0.6970223,2658.0,1136.0,0.60171014,2630.0,1001.0,0.6010468,3110.0,828.0,0.30195642,3089.0,777.0,0.6059768,0,deadlift_down
deadlift_down\20241218_203827_020.jpg,1780.0,1551.0,0.15779586,1767.0,1587.0,0.313001,1730.0,1573.0,0.29769862,1843.0,1472.0,0.37475935,1769.0,1453.0,0.31326047,2166.0,1314.0,0.5354639,1838.0,1231.0,0.4650872,2620.0,1251.0,0.6820024,1670.0,1434.0,0.16136727,2943.0,1229.0,0.20301701,2393.0,1940.0,0.11056363,2623.0,525.0,0.77460283,2489.0,515.0,0.69070876,2620.0,1226.0,0.581372,2574.0,1157.0,0.56546384,3084.0,882.0,0.3568735,3076.0,851.0,0.67161167,0,deadlift_down
deadlift_down\20241218_203827_021.jpg,1736.0,1547.0,0.21151704,1709.0,1550.0,0.39375696,1696.0,1547.0,0.36921272,1793.0,1435.0,0.29847935,1733.0,1424.0,0.34229338,2103.0,1284.0,0.6238164,1846.0,1208.0,0.4076872,2573.0,1246.0,0.7583118,2515.0,1183.0,0.3017615,2920.0,1212.0,0.1810094,2854.0,1137.0,0.11078305,2623.0,480.0,0.7795759,2430.0,463.0,0.6363578,2593.0,1220.0,0.4953841,2539.0,1118.0,0.53012955,2974.0,970.0,0.2578711,3025.0,826.0,0.5098735,0,deadlift_down
deadlift_down\20241218_203827_022.jpg,1756.0,1508.0,0.356908,1746.0,1517.0,0.4359791,1726.0,1504.0,0.39058146,1803.0,1391.0,0.46635124,1750.0,1367.0,0.43127385,2112.0,1282.0,0.60099375,1855.0,1162.0,0.4540339,2563.0,1215.0,0.76861763,2154.0,1199.0,0.09774835,2919.0,1189.0,0.17913331,2351.0,1777.0,0.10350168,2602.0,493.0,0.64647627,2412.0,445.0,0.7538942,2569.0,1189.0,0.5983508,2532.0,1071.0,0.51553535,3064.0,883.0,0.46197388,2886.0,856.0,0.28559235,0,deadlift_down
